"SpeciesName","TraitName","value"
"Glyceria striata","Plant height vegetative",0.6
"Glyceria striata","Plant reproductive phenology timing",NA
"Glyceria striata (Lam.) Hitchc.","Plant growth form",NA
"Glyceria striata (Lam.) Hitchc.","Plant height vegetative",1.73736
"Glyceria striata (Lam.) Hitchc.","Plant reproductive phenology timing",NA
"Glyceria xoccidentalis","Plant growth form",NA
"Glycine hispida","Plant growth form",NA
"Glycine max","Dispersal syndrome",NA
"Glycine max","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",32.8721605281773
"Glycine max","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",30.7
"Glycine max","Plant growth form",NA
"Glycine max","Plant height vegetative",0.148179047619048
"Glycine max (L.) Merr.","Plant growth form",NA
"Glycine max (L.) Merr.","Plant height vegetative",0.38288
"Glycine max (L.) Merr.","Plant reproductive phenology timing",NA
"Glycyrrhiza lepidota","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",15.0467289719626
"Glycyrrhiza lepidota","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.046728972
"Glycyrrhiza lepidota","Leaf thickness",0.2
"Glycyrrhiza lepidota","Plant growth form",NA
"Glycyrrhiza lepidota","Plant height vegetative",1.2192
"Glycyrrhiza lepidota","Plant reproductive phenology timing",NA
"Glycyrrhiza lepidota Pursh","Plant growth form",NA
"Glycyrrhiza lepidota Pursh","Plant height vegetative",1.2192
"Glycyrrhiza lepidota Pursh","Plant reproductive phenology timing",NA
"Glyptostrobus pensilis","Plant growth form",NA
"Glyptostrobus pensilis","Plant height vegetative",19.9090909090909
"Glyptostrobus pensilis","Stem diameter",1.2
"Glyptostrobus pensilis (Staunt.) Koch","Plant height vegetative",10
"Gnaphalium macounii","Plant growth form",NA
"Gnaphalium thermale","Plant growth form",NA
"Gnaphalium uliginosum","Dispersal syndrome",NA
"Gnaphalium uliginosum","Plant biomass and allometry: Seed number per plant",55000
"Gnaphalium uliginosum","Plant growth form",NA
"Gnaphalium uliginosum","Plant height vegetative",0.136666666666667
"Gnaphalium uliginosum","Plant reproductive phenology timing",NA
"GNAPHALIUM ULIGINOSUM L.","Plant growth form",NA
"GNAPHALIUM ULIGINOSUM L.","Plant height vegetative",0.2
"Gnetum gnemon","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.36
"Gnetum gnemon","Plant growth form",NA
"Gnetum gnemon","Plant height vegetative",15
"Goodyera decipiens","Plant growth form",NA
"Goodyera oblongifolia","Plant growth form",NA
"Goodyera pubescens","Plant growth form",NA
"Goodyera tesselata","Plant growth form",NA
"Gratiola dubia","Plant growth form",NA
"Grimmia anomala","Plant growth form",NA
"Grimmia donniana","Plant growth form",NA
"Grimmia donniana","Species habitat characterization: vegetation type",NA
"Grimmia pulvinata","Plant growth form",NA
"Grimmia pulvinata var. africana","Plant growth form",NA
"Grimmia pulvinata var. pulvinata","Plant growth form",NA
"Grimmia teretinervis","Plant growth form",NA
"Grimmia torquata","Plant growth form",NA
"Grimmia torquata","Species habitat characterization: vegetation type",NA
"Grimmia torquata var. torquata","Plant growth form",NA
"Grimmia trichophylla","Plant growth form",NA
"Grimmia trichophylla","Species habitat characterization: vegetation type",NA
"Grindelia acutifolia","Plant growth form",NA
"Grindelia camporum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.48011971
"Grindelia camporum","Plant growth form",NA
"Grindelia camporum var. bracteosa","Plant growth form",NA
"Grindelia columbiana","Plant growth form",NA
"Grindelia cuneifolia","Plant growth form",NA
"Grindelia fastigata","Plant growth form",NA
"Grindelia fastigiata","Plant growth form",NA
"Grindelia hallii","Plant growth form",NA
"Grindelia hirsutula","Plant growth form",NA
"Grindelia hirsutula","Plant height vegetative",NA
"Grindelia hirsutula Hook. & Arn.","Plant growth form",NA
"Grindelia hirsutula var. davyi","Plant growth form",NA
"Grindelia hirsutula var. hallii","Plant growth form",NA
"Grindelia hirsutula var. maritima","Plant growth form",NA
"Grindelia humilis","Plant growth form",NA
"Grindelia inornata","Plant growth form",NA
"Grindelia inornata var. angusta","Plant growth form",NA
"Grindelia latifolia","Plant growth form",NA
"Grindelia maritima","Plant growth form",NA
"Grindelia nana","Plant growth form",NA
"Grindelia nana var. integerrima","Plant growth form",NA
"Grindelia paludosa","Plant growth form",NA
"Grindelia perennis","Plant growth form",NA
"Grindelia procera","Plant growth form",NA
"Grindelia revoluta","Plant growth form",NA
"Grindelia serrulata","Plant growth form",NA
"Grindelia squarrosa","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",10.01001001001
"Grindelia squarrosa","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",8.5078908
"Grindelia squarrosa","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.3517620813545
"Grindelia squarrosa","Leaf thickness",0.304333333333334
"Grindelia squarrosa","Plant growth form",NA
"Grindelia squarrosa","Plant reproductive phenology timing",NA
"Grindelia squarrosa (Pursh) Dunal","Plant growth form",NA
"Grindelia squarrosa var. quasiperennis","Plant growth form",NA
"Grindelia squarrosa var. serrulata","Plant growth form",NA
"Grindelia squarrosa var. squarrosa","Plant growth form",NA
"Grindelia squarrose","Plant growth form",NA
"Grindelia squarrose (Pursh) Dunal","Plant growth form",NA
"Grindelia stricta","Plant growth form",NA
"Grindelia stricta DC.","Plant growth form",NA
"Grindelia stricta DC.","Plant height vegetative",0.4
"Grindelia stricta var. angustifolia","Plant growth form",NA
"Grossularia divaricata","Plant growth form",NA
"Grossularia irrigua","Plant growth form",NA
"Guizotia abyssinica","Dispersal syndrome",NA
"Guizotia abyssinica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",38.2476248127189
"Guizotia abyssinica","Plant growth form",NA
"Guizotia abyssinica","Plant reproductive phenology timing",NA
"Gymnadeniopsis clavellata","Plant growth form",NA
"Gymnocarpium dryopteris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",57.8274954810504
"Gymnocarpium dryopteris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",71.336
"Gymnocarpium dryopteris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",47.8596992343079
"Gymnocarpium dryopteris","Leaf petiole length",18.75
"Gymnocarpium dryopteris","Leaf thickness",0.0903
"Gymnocarpium dryopteris","Plant growth form",NA
"Gymnocarpium dryopteris","Plant height generative",0.25
"Gymnocarpium dryopteris","Plant height vegetative",0.232083333333333
"Gymnocarpium dryopteris","Plant reproductive phenology timing",NA
"GYMNOCARPIUM DRYOPTERIS (L.) Newman","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",23.255813953
"GYMNOCARPIUM DRYOPTERIS (L.) Newman","Plant growth form",NA
"Gymnocladus dioca","Plant growth form",NA
"Gymnocladus dioica","Dispersal syndrome",NA
"Gymnocladus dioica","Plant growth form",NA
"Gymnocladus dioica (L.) K. Koch","Dispersal syndrome",NA
"Gymnocladus dioica (L.) K. Koch","Plant height vegetative",30.48
"Gymnocladus dioicus","Dispersal syndrome",NA
"Gymnocladus dioicus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",23.17
"Gymnocladus dioicus","Leaf petiole length",0
"Gymnocladus dioicus","Plant growth form",NA
"Gymnocladus dioicus","Plant height vegetative",27.3333333333333
"Gymnocladus dioicus","Stem diameter",1.2
"Gymnocladus dioicus (L.) K. Koch","Plant growth form",NA
"Gymnocladus dioicus (L.) K. Koch","Plant height vegetative",28.288
"Gymnocladus dioicus (L.) K. Koch","Plant reproductive phenology timing",NA
"Gymnocolea inflata","Plant growth form",NA
"Gymnocolea inflata","Species habitat characterization: vegetation type",NA
"Gymnocolea inflata var. inflata","Plant growth form",NA
"Gymnomitrion concinnatum","Plant growth form",NA
"Gymnomitrion concinnatum","Species habitat characterization: vegetation type",NA
"Gymnomitrion obtusum","Plant growth form",NA
"Gymnostomum calcareum","Plant growth form",NA
"Gymnostomum calcareum","Species habitat characterization: vegetation type",NA
"Gypsophila elegans","Plant growth form",NA
"Gypsophila paniculata","Dispersal syndrome",NA
"Gypsophila paniculata","Plant growth form",NA
"Gypsophila paniculata","Plant height generative",0.8
"Gypsophila paniculata","Plant height vegetative",0.725
"Gypsophila paniculata","Plant reproductive phenology timing",NA
"Gypsophila paniculata L.","Dispersal syndrome",NA
"Gypsophila paniculata L.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",12.937
"Gypsophila paniculata L.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.254901961
"Gypsophila paniculata L.","Leaf thickness",0.48
"Gypsophila paniculata L.","Plant growth form",NA
"Gyrothyra underwoodiana","Plant growth form",NA
"Habenaria clavellata","Plant growth form",NA
"Habenaria dilatata","Plant growth form",NA
"Habenaria elegans","Plant growth form",NA
"Habenaria fimbriata","Plant growth form",NA
"Habenaria flava","Plant growth form",NA
"Habenaria grandiflora","Plant growth form",NA
"Habenaria greenei","Plant growth form",NA
"Habenaria hookeri","Plant growth form",NA
"Habenaria hyperborea","Plant growth form",NA
"Habenaria lacera","Plant growth form",NA
"Habenaria maritima","Plant growth form",NA
"Habenaria orbiculata","Plant growth form",NA
"Habenaria psycodes","Plant growth form",NA
"Habenaria saccata","Plant growth form",NA
"Habenaria stricta","Plant growth form",NA
"Hackelia  deflexa (Wahlenb.) Opiz.","Plant growth form",NA
"Hackelia  deflexa (Wahlenb.) Opiz.","Plant height vegetative",0.4
"Hackelia deflexa","Plant growth form",NA
"Hackelia virginiana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",24.7972972972973
"Hackelia virginiana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",24.797297297
"Hackelia virginiana","Leaf thickness",0.14
"Hackelia virginiana","Plant growth form",NA
"Hackelia virginiana","Plant reproductive phenology timing",NA
"Halerpestes cymbalaria","Plant growth form",NA
"Hamamalis virginiana","Plant growth form",NA
"Hamamalis virginiana","Stem diameter",0.0016
"Hamamelis macrophylla","Plant growth form",NA
"Hamamelis mollis","Leaf petiole length",0.8
"Hamamelis mollis","Plant growth form",NA
"Hamamelis mollis","Plant height vegetative",10
"Hamamelis mollis Oliv.","Plant height vegetative",10
"Hamamelis vernalis","Plant growth form",NA
"Hamamelis vernalis","Plant height vegetative",NA
"Hamamelis virginiana","Dispersal syndrome",NA
"Hamamelis virginiana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.5977197566619
"Hamamelis virginiana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",26.1043529411765
"Hamamelis virginiana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.1461646017538
"Hamamelis virginiana","Leaf petiole length",0.990909090909091
"Hamamelis virginiana","Leaf thickness",0.0943333333333333
"Hamamelis virginiana","Plant growth form",NA
"Hamamelis virginiana","Plant height vegetative",4.53061538461538
"Hamamelis virginiana","Stem diameter",0.0511625
"Hamamelis virginiana L.","Dispersal syndrome",NA
"Hamamelis virginiana L.","Plant growth form",NA
"Hamamelis virginiana L.","Plant height vegetative",5.3982
"Hamamelis virginiana L.","Plant reproductive phenology timing",NA
"Hamamelis vriginiana","Plant growth form",NA
"Haplopappus lyallii","Leaf thickness",0.288
"Haplopappus lyallii","Plant growth form",NA
"Harpanthus scutatus","Plant growth form",NA
"Harpanthus scutatus","Species habitat characterization: vegetation type",NA
"Hecatonia scelerata","Plant growth form",NA
"Hedeoma pulegioides","Plant growth form",NA
"Hedeoma thymoides","Plant growth form",NA
"Hedera colchica","Plant growth form",NA
"Hedera colchica","Plant height vegetative",7
"Hedera colchica K.Koch","Plant growth form",NA
"Hedera colchica K.Koch","Plant height vegetative",10
"Hedera helix","Dispersal syndrome",NA
"Hedera helix","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",11.5088831914213
"Hedera helix","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",17.4144474769933
"Hedera helix","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.7347438839978
"Hedera helix","Leaf petiole length",10.465535
"Hedera helix","Leaf thickness",0.177078260869565
"Hedera helix","Plant growth form",NA
"Hedera helix","Plant height generative",8.15
"Hedera helix","Plant height vegetative",14.0685714285714
"Hedera helix","Plant reproductive phenology timing",NA
"Hedera helix","Seed number per flower",5.16666666666667
"Hedera helix","Seed number per inflorescence (total, fertile, infertile)",5
"Hedera helix L.","Dispersal syndrome",NA
"Hedera helix L.","Plant growth form",NA
"Hedera helix L.","Plant height vegetative",5.762
"Hedera helix L.","Plant reproductive phenology timing",NA
"Hedera helix,","Plant growth form",NA
"Hedera helix, albino","Plant growth form",NA
"Hedera helix, yellow","Plant growth form",NA
"Hedera hibernica","Plant growth form",NA
"Hedera quinquefolia","Plant growth form",NA
"Hedrea helix","Leaf thickness",0.204814814814815
"Hedwigia ciliata","Plant growth form",NA
"Hedwigia ciliata","Species habitat characterization: vegetation type",NA
"Hedyotis caerulea","Plant growth form",NA
"Helenium autumnale","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.603212569
"Helenium autumnale","Plant growth form",NA
"Helenium autumnale L.","Plant growth form",NA
"Helenium autumnale L.","Plant height vegetative",1.49352
"Helenium autumnale L.","Plant reproductive phenology timing",NA
"Helenium autumnale var. autumnale","Plant growth form",NA
"Helenium autumnale var. grandiflorum","Plant growth form",NA
"Helenium autumnale var. montanum","Plant growth form",NA
"Helenium canaliculatum","Plant growth form",NA
"Helenium flexuosum","Plant growth form",NA
"Helenium flexuosum Raf.","Plant growth form",NA
"Helenium flexuosum Raf.","Plant height vegetative",0.97536
"Helenium flexuosum Raf.","Plant reproductive phenology timing",NA
"Helenium floridanum","Plant growth form",NA
"Helenium godfreyi","Plant growth form",NA
"Helenium latifolium","Plant growth form",NA
"Helenium macranthum","Plant growth form",NA
"Helenium montanum","Plant growth form",NA
"Helenium nudiflorum","Plant growth form",NA
"Helenium parviflorum","Plant growth form",NA
"Helianthus A-laetiflorus","Plant growth form",NA
"Helianthus A-multiflorus","Plant growth form",NA
"Helianthus alienus","Plant growth form",NA
"Helianthus annuus","Dispersal syndrome",NA
"Helianthus annuus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",11.5501154084962
